HORA;;GPS-T;GPS-D;GPS-P;;BRC-T;BRC-D;BRC-P;;EUC-T;EUC-D;EUC-P;;
00:35;|;00:00:00;0;4616,264;;00:01:52;480;2,0001;;00:03:09;921;1,0001;;
00:35;|;00:00:15;107;5172,2958;;00:02:37;926;0;;00:00:15;107;0;;
00:36;|;00:02:15;734;3871,2214;;00:03:01;942;0;;00:02:15;734;0;;
00:37;|;00:00:48;244;3748,2144;;00:01:14;353;1,0001;;00:00:48;244;0;;
00:37;|;00:00:33;190;3166,1811;;00:02:26;668;0;;00:01:27;418;0;;
00:38;|;00:00:09;100;4168,2384;;00:02:00;777;1;;00:00:09;100;0;;
00:38;|;00:00:49;322;4371,25;;00:03:47;1174;1,0001;;00:04:12;1338;0;;
00:39;|;00:00:40;180;4010,2294;;00:00:40;180;0;;00:00:40;180;1;;
00:39;|;00:00:00;0;3926,2246;;00:03:11;1288;0;;00:00:00;0;0;;
00:40;|;00:00:28;35;4410,2523;;00:01:06;138;0;;00:02:00;633;0;;
00:40;|;00:01:55;401;4047,2315;;00:02:42;649;0;;00:05:21;1573;0;;
00:41;|;00:03:03;1123;4174,2388;;00:05:00;1443;1,0001;;00:03:56;1203;0;;
00:42;|;00:00:22;147;3873,2216;;00:01:10;422;0;;00:00:22;147;0;;
00:42;|;00:00:54;248;4075,2331;;00:03:44;934;0;;00:00:54;248;0;;
00:43;|;00:02:33;579;3718,2127;;00:05:10;1688;0;;00:02:33;579;0;;
00:43;|;00:00:59;212;4117,2355;;00:02:07;570;0;;00:02:07;570;0;;
00:44;|;00:02:18;649;4213,241;;00:06:08;2454;1,0001;;00:04:17;1983;0;;
00:44;|;00:00:32;151;3900,2231;;00:02:28;890;0;;00:01:00;345;0;;
00:45;|;00:00:50;176;4105,2348;;00:06:21;2058;0;;00:03:01;826;0;;
00:45;|;00:01:13;233;3950,2259;;00:01:13;233;0;;00:01:14;220;1;;
00:46;|;00:04:00;1437;1823,1043;;00:06:19;2027;0;;00:06:19;2027;0;;
00:46;|;00:01:56;574;3860,2208;;00:03:48;1178;0;;00:01:56;574;0;;
00:47;|;00:00:31;119;3909,2236;;00:01:57;528;0;;00:00:49;273;0;;
00:48;|;00:02:13;723;4231,242;;00:04:27;1187;0;;00:02:15;741;0;;
00:48;|;00:01:19;361;3770,2157;;00:01:19;361;0;;00:01:19;361;0;;
00:49;|;00:01:55;477;4219,2413;;00:03:02;777;0;;00:01:55;477;0;;
00:49;|;00:02:44;557;4349,2488;;00:02:48;554;0;;00:02:48;554;1,0001;;
00:50;|;00:02:22;662;3660,2094;;00:02:22;662;1;;00:02:22;662;0;;
00:50;|;00:03:01;1304;4097,2344;;00:05:36;2199;0;;00:03:57;1737;1,0001;;
00:51;|;00:00:58;295;3012,1723;;00:00:58;295;0;;00:00:58;295;1,0001;;
00:51;|;00:02:20;753;4040,2311;;00:03:02;966;0;;00:03:11;1121;0;;
00:52;|;00:02:45;1001;4182,2392;;00:04:07;1410;0;;00:04:37;1777;0;;

Aperte ENTER para finalizar..
