HORA;;GPS-T;GPS-D;GPS-P;;BRC-T;BRC-D;BRC-P;;EUC-T;EUC-D;EUC-P;;
23:12;|;00:01:32;434;4917,2812;;00:04:29;1523;2,0001;;00:02:09;719;1,0001;;
23:13;|;00:00:55;249;4787,2738;;00:01:39;527;0;;00:03:12;930;0;;
23:13;|;00:01:50;535;4311,2466;;00:04:24;1239;0;;00:01:50;535;0;;
23:14;|;00:00:00;0;3990,2282;;00:00:00;0;0;;00:03:33;1363;0;;
23:14;|;00:02:13;811;4392,2513;;00:03:30;1054;0;;00:04:15;1353;0;;
23:15;|;00:01:44;564;4373,2501;;00:02:52;706;0;;00:02:15;598;0;;
23:15;|;00:01:23;612;4181,2392;;00:05:38;1962;0;;00:04:59;1602;0;;
23:16;|;00:01:57;592;4163,2381;;00:03:08;1060;0;;00:01:57;592;0;;
23:16;|;00:00:53;233;3371,1928;;00:02:17;669;0;;00:00:58;260;0;;
23:17;|;00:00:47;257;3961,2266;;00:01:23;594;0;;00:00:47;257;0;;
23:18;|;00:02:23;753;4664,2668;;00:07:58;2658;0;;00:04:54;1425;0;;
23:18;|;00:01:25;408;4018,2299;;00:01:25;408;0;;00:01:25;408;0;;
23:19;|;00:05:14;1628;3740,2139;;00:06:48;2032;1,0001;;00:06:07;1721;0;;
23:19;|;00:00:00;0;4240,2425;;00:02:39;940;0;;00:00:00;0;0;;
23:20;|;00:00:49;283;3876,2217;;00:00:53;228;0;;00:00:49;283;0;;
23:20;|;00:00:31;171;3836,2194;;00:01:32;509;1,0001;;00:00:31;171;1,0001;;
23:21;|;00:00:00;0;4011,2294;;00:05:05;1570;0;;00:00:00;0;0;;
23:21;|;00:02:29;771;4131,2363;;00:05:15;1572;0;;00:04:17;1766;0;;
23:22;|;00:02:22;534;4741,2712;;00:02:32;512;0;;00:03:24;983;0;;
23:22;|;00:01:08;323;4096,2342;;00:01:48;782;0;;00:02:32;799;0;;
23:23;|;00:00:00;3;4181,2392;;00:00:58;358;0;;00:00:00;3;1;;
23:23;|;00:01:50;514;4110,235;;00:03:57;1011;0;;00:03:57;1011;0;;
23:24;|;00:00:57;296;4303,2461;;00:01:39;545;0;;00:00:57;296;0;;
23:25;|;00:00:23;118;3851,2202;;00:00:23;118;1;;00:00:52;221;0;;
23:25;|;00:01:05;256;4972,2844;;00:01:05;256;0;;00:04:53;2741;0;;
23:26;|;00:01:22;443;4104,2347;;00:01:22;443;0;;00:02:57;808;0;;
23:26;|;00:03:25;1103;1892,1082;;00:04:34;1486;0;;00:03:25;1103;0;;
23:27;|;00:01:19;425;3986,228;;00:04:07;1912;0;;00:01:19;425;0;;
23:28;|;00:04:42;1732;4365,2496;;00:07:39;2386;1;;00:07:39;2386;0;;
23:28;|;00:01:56;386;4321,2472;;00:01:56;386;0;;00:02:58;846;0;;
23:29;|;00:00:00;0;3927,2246;;00:00:00;0;0;;00:00:00;0;0;;
23:29;|;00:01:37;449;4315,2469;;00:03:39;1297;0;;00:01:37;449;0;;

Aperte ENTER para finalizar..
