HORA;;GPS-T;GPS-D;GPS-P;;BRC-T;BRC-D;BRC-P;;EUC-T;EUC-D;EUC-P;;
13:40;;00:01:24;480;3957,2263;;00:03:26;1074;3,0002;;00:02:04;666;1,0001;;
13:41;;00:01:32;335;3412,1952;;00:01:32;335;0;;00:04:25;1141;0;;
13:42;;00:00:40;191;5541,317;;00:00:40;191;0;;00:03:50;1288;0;;
13:42;;00:01:36;432;4694,2685;;00:04:51;1391;1,0001;;00:01:36;432;0;;
13:43;;00:00:25;123;3993,2284;;00:04:29;1355;0;;00:00:25;123;0;;
13:43;;00:00:36;441;3637,208;;00:01:26;419;0;;00:03:52;946;0;;
13:44;;00:01:32;349;3919,2242;;00:01:32;349;0;;00:01:32;349;0;;
13:44;;00:03:28;1132;673,0385;;00:03:28;1132;1;;00:03:28;1132;0;;
13:45;;00:03:48;1534;1623,0928;;00:03:48;1534;0;;00:04:13;1594;0;;
13:45;;00:01:41;504;3482,1991;;00:02:48;955;0;;00:03:57;1495;0;;
13:46;;00:01:12;305;3404,1947;;00:01:34;545;0;;00:01:12;305;0;;
13:46;;00:00:47;235;3460,1979;;00:05:24;2016;0;;00:03:41;1069;0;;
13:47;;00:01:48;525;3563,2038;;00:02:48;750;1,0001;;00:02:31;732;0;;
13:47;;00:01:21;305;3531,2019;;00:03:59;1162;0;;00:02:46;626;0;;
13:48;;00:02:29;830;3659,2093;;00:06:32;2373;0;;00:03:23;1103;0;;
13:48;;00:02:56;807;3499,2002;;00:02:57;953;0;;00:03:22;1274;0;;
13:49;;00:01:36;507;3613,2067;;00:02:56;807;1,0001;;00:02:56;807;0;;
13:50;;00:00:26;140;3588,2053;;00:01:07;259;0;;00:00:26;140;0;;
13:50;;00:01:54;722;3684,2107;;00:05:10;2362;0;;00:01:54;722;0;;
13:51;;00:01:06;316;3561,2037;;00:03:25;1095;0;;00:01:06;316;0;;
13:51;;00:01:23;407;3444,197;;00:02:33;681;0;;00:01:23;407;0;;
13:52;;00:02:39;778;3528,2018;;00:03:39;898;0;;00:02:39;778;0;;
13:53;;00:03:36;1121;4886,2795;;00:04:21;1257;0;;00:04:48;1407;0;;
13:53;;00:00:39;109;3478,1989;;00:02:38;736;0;;00:00:39;109;0;;
13:54;;00:01:05;305;3498,2001;;00:01:28;456;0;;00:01:05;305;0;;
13:54;;00:01:12;380;3531,2019;;00:01:16;413;0;;00:02:58;1002;1,0001;;
13:55;;00:02:05;928;3483,1993;;00:04:41;2894;1,0001;;00:02:05;928;0;;
13:55;;00:01:17;281;3582,2049;;00:05:12;1725;0;;00:01:17;281;0;;
13:56;;00:00:45;117;3546,2029;;00:03:28;1187;1;;00:02:27;630;0;;
13:56;;00:03:01;1580;4179,239;;00:04:10;2100;0;;00:07:12;3896;0;;
13:57;;00:00:35;154;3433,1963;;00:01:33;459;0;;00:00:35;154;0;;
13:57;;00:00:13;100;3501,2003;;00:03:04;868;0;;00:02:51;894;0;;
13:58;;00:00:00;0;3440,1967;;00:04:14;2206;0;;00:00:00;0;0;;
13:58;;00:01:46;602;3485,1993;;00:05:21;1491;0;;00:02:04;569;0;;
13:59;;00:00:42;245;3540,2025;;00:02:58;1084;0;;00:00:42;245;0;;

Aperte ENTER para finalizar..
