HORA;;GPS-T;GPS-D;GPS-P;;BRC-T;BRC-D;BRC-P;;EUC-T;EUC-D;EUC-P;;
17:46;|;00:02:38;706;4040,2311;;00:02:52;763;4,0002;;00:03:00;843;4,0002;;
17:46;|;00:00:37;153;3361,1923;;00:03:25;1159;0;;00:00:37;153;0;;
17:47;|;00:02:10;602;3271,1871;;00:03:48;1113;0;;00:03:03;995;0;;
17:47;|;00:01:21;490;3533,2021;;00:03:12;1032;0;;00:01:21;490;0;;
17:48;|;00:01:45;570;3205,1833;;00:04:26;1193;0;;00:04:46;2494;0;;
17:48;|;00:01:44;729;4480,2563;;00:02:58;1151;0;;00:03:48;1532;0;;
17:49;|;00:01:57;621;3220,1842;;00:04:03;1247;0;;00:01:57;621;1;;
17:49;|;00:01:16;411;3135,1793;;00:02:12;450;0;;00:02:12;450;0;;
17:50;|;00:00:44;190;3728,2132;;00:02:08;533;0;;00:00:44;190;0;;
17:50;|;00:01:17;454;4393,2513;;00:01:17;454;0;;00:02:05;636;0;;
17:51;|;00:00:33;172;3156,1805;;00:00:33;172;1,0001;;00:00:33;172;0;;
17:51;|;00:02:47;920;3122,1786;;00:05:59;2330;0;;00:03:29;1959;0;;
17:52;|;00:02:58;1432;2397,1371;;00:04:29;1809;0;;00:02:58;1432;0;;
17:52;|;00:01:09;346;4758,2722;;00:02:48;853;0;;00:01:30;500;0;;
17:53;|;00:01:28;547;3490,1996;;00:02:26;895;0;;00:03:35;1367;0;;
17:54;|;00:02:23;705;3825,2188;;00:04:32;1642;0;;00:04:32;1642;0;;
17:54;|;00:02:47;976;3238,1852;;00:02:47;976;0;;00:02:47;976;0;;
17:55;|;00:03:06;1193;3209,1836;;00:07:17;2374;0;;00:03:06;1193;0;;
17:55;|;00:01:11;408;4356,2491;;00:03:54;1291;0;;00:03:23;1052;0;;
17:56;|;00:02:45;781;3367,1926;;00:03:54;1142;0;;00:03:27;1963;1;;
17:57;|;00:00:57;453;4002,2289;;00:02:47;779;0;;00:03:33;1363;0;;
17:57;|;00:01:54;587;3285,1879;;00:05:07;2017;1;;00:03:15;949;0;;
17:58;|;00:01:27;335;3769,2156;;00:01:27;335;0;;00:02:51;715;0;;
17:58;|;00:00:55;289;3206,1834;;00:03:28;1087;0;;00:00:55;289;0;;
17:59;|;00:02:14;697;3201,1831;;00:02:14;697;0;;00:03:27;1117;0;;
17:59;|;00:02:10;456;3327,1903;;00:02:10;456;0;;00:02:58;686;0;;
18:00;|;00:02:14;651;3260,1865;;00:02:50;778;0;;00:02:50;778;0;;
18:00;|;00:00:29;111;3090,1768;;00:02:40;871;0;;00:00:29;111;0;;
18:01;|;00:02:08;732;4050,2316;;00:02:08;732;0;;00:02:34;914;0;;
18:01;|;00:02:11;760;3974,2273;;00:03:59;1282;0;;00:02:11;760;1,0001;;
18:02;|;00:00:49;329;3359,1922;;00:02:38;922;1;;00:02:38;922;0;;
18:02;|;00:04:04;1794;3308,1892;;00:06:37;3729;0;;00:06:37;3729;0;;

Aperte ENTER para finalizar..
