HORA;;GPS-T;GPS-D;GPS-P;;BRC-T;BRC-D;BRC-P;;EUC-T;EUC-D;EUC-P;;
01:52;|;00:00:17;64;9635,5512;;00:02:58;708;2,0001;;00:00:17;64;1;;
01:53;|;00:02:08;563;9869,5646;;00:03:01;725;0;;00:02:08;563;0;;
01:53;|;00:03:12;599;10096,5775;;00:05:05;1389;0;;00:03:12;599;0;;
01:54;|;00:00:55;298;8791,5028;;00:05:01;1219;0;;00:00:55;298;0;;
01:54;|;00:00:36;423;9449,5405;;00:08:33;4555;0;;00:02:51;846;0;;
01:55;|;00:00:47;232;9469,5416;;00:03:13;1035;0;;00:04:59;1669;1;;
01:55;|;00:01:18;397;9326,5334;;00:02:32;783;0;;00:02:50;928;1;;
01:56;|;00:01:10;283;7451,4262;;00:03:01;871;0;;00:01:10;283;0;;
01:57;|;00:01:16;294;10397,5947;;00:03:20;692;0;;00:01:16;294;0;;
01:57;|;00:03:05;1483;9310,5325;;00:06:52;2121;0;;00:06:52;2590;0;;
01:58;|;00:00:31;176;9044,5173;;00:02:08;540;0;;00:00:55;358;0;;
01:58;|;00:01:41;765;9572,5475;;00:02:35;1556;0;;00:01:41;765;0;;
01:59;|;00:02:33;843;9635,5512;;00:06:58;2595;0;;00:02:33;843;0;;
01:59;|;00:02:33;516;8889,5084;;00:05:18;1506;0;;00:02:33;516;0;;
02:00;|;00:02:13;620;9618,5502;;00:03:00;804;0;;00:02:32;751;0;;
02:00;|;00:01:17;331;10541,6029;;00:04:45;1718;0;;00:04:45;1718;0;;
02:01;|;00:00:21;98;8284,4738;;00:02:34;557;0;;00:00:21;98;0;;
02:01;|;00:01:27;522;9825,562;;00:01:39;486;0;;00:05:11;2034;1,0001;;
02:02;|;00:01:59;618;8351,4777;;00:02:33;818;1,0001;;00:02:04;652;0;;
02:02;|;00:01:12;356;7691,44;;00:02:12;688;0;;00:01:12;356;1;;
02:03;|;00:00:54;295;9302,532;;00:01:46;365;0;;00:02:03;433;0;;
02:03;|;00:03:03;871;7163,4097;;00:04:44;1650;0;;00:03:18;822;0;;
02:04;|;00:00:05;54;9762,5584;;00:01:44;430;0;;00:00:05;54;0;;
02:05;|;00:02:12;511;6381,365;;00:02:12;511;0;;00:02:12;511;0;;
02:05;|;00:00:15;83;10009,5725;;00:01:21;444;0;;00:00:15;83;0;;
02:06;|;00:00:48;238;7945,4544;;00:02:16;693;0;;00:00:48;238;0;;
02:06;|;00:00:45;155;8829,505;;00:02:35;835;0;;00:00:45;155;0;;
02:07;|;00:03:54;1927;9067,5187;;00:04:46;1369;0;;00:04:46;1369;0;;
02:08;|;00:00:02;26;10135,5797;;00:00:02;26;0;;00:00:02;26;0;;
02:08;|;00:01:06;552;9759,5582;;00:03:08;829;0;;00:03:08;829;0;;
02:09;|;00:02:16;845;4542,2598;;00:02:16;845;0;;00:04:51;1501;0;;
02:09;|;00:01:02;376;5168,2956;;00:03:35;1252;0;;00:01:02;376;0;;
02:10;|;00:02:15;603;8942,5115;;00:05:22;2286;0;;00:02:15;603;0;;
02:10;|;00:01:51;683;8201,4691;;00:03:27;1071;0;;00:03:27;1071;0;;
02:11;|;00:01:41;513;8013,4584;;00:04:17;2116;0;;00:01:41;513;0;;

Aperte ENTER para finalizar..
