HORA;;GPS-T;GPS-D;GPS-P;;BRC-T;BRC-D;BRC-P;;EUC-T;EUC-D;EUC-P;;
16:58;;00:00:22;146;4139,2367;;00:00:22;146;3,0002;;00:00:22;146;4,0002;;
16:59;;00:00:00;0;3388,1938;;00:05:12;1754;0;;00:00:00;0;0;;
16:59;;00:01:58;633;3801,2175;;00:06:30;2894;0;;00:01:58;633;0;;
17:00;;00:02:25;856;3381,1934;;00:02:25;856;0;;00:02:25;856;0;;
17:01;;00:00:08;77;3428,1961;;00:04:19;1511;0;;00:00:08;77;1;;
17:01;;00:03:51;1748;3339,191;;00:07:13;3800;0;;00:03:51;1748;0;;
17:02;;00:00:42;192;3251,1859;;00:01:02;270;0;;00:00:42;192;0;;
17:02;;00:01:04;333;4219,2413;;00:03:41;1002;0;;00:01:04;333;0;;
17:03;;00:00:48;235;3254,1861;;00:02:37;846;0;;00:00:48;235;1;;
17:03;;00:03:16;847;3386,1937;;00:05:07;1504;0;;00:03:16;847;0;;
17:04;;00:00:42;187;3247,1857;;00:02:16;539;0;;00:00:42;187;1,0001;;
17:04;;00:01:29;530;4563,261;;00:03:19;1072;0;;00:03:19;1072;0;;
17:05;;00:00:24;115;3499,2001;;00:02:27;603;0;;00:00:24;115;1;;
17:05;;00:02:38;367;669,0383;;00:02:38;367;0;;00:02:38;367;0;;
17:06;;00:01:38;312;3338,1909;;00:06:20;2148;0;;00:01:38;312;1;;
17:06;;00:00:48;243;3079,1761;;00:02:01;583;0;;00:00:48;243;0;;
17:07;;00:02:46;1048;2426,1387;;00:03:28;1374;0;;00:02:46;1048;0;;
17:07;;00:00:42;275;3381,1933;;00:05:51;2095;0;;00:00:42;275;0;;
17:08;;00:00:24;134;3432,1963;;00:03:03;713;0;;00:03:03;713;1,0001;;
17:08;;00:02:21;644;3969,227;;00:03:35;1079;0;;00:02:34;1070;0;;
17:09;;00:00:16;65;3240,1853;;00:01:47;549;0;;00:00:16;65;0;;
17:09;;00:02:16;486;3541,2025;;00:03:38;1369;0;;00:02:16;486;0;;
17:10;;00:00:38;205;3377,1932;;00:02:23;844;0;;00:00:38;205;0;;
17:11;;00:00:40;206;3383,1935;;00:03:52;1119;0;;00:00:40;206;0;;
17:11;;00:00:21;102;3223,1844;;00:00:36;162;0;;00:00:21;102;0;;
17:12;;00:01:58;1055;3364,1924;;00:04:24;1287;1,0001;;00:04:24;1287;0;;
17:12;;00:04:27;1428;1135,065;;00:05:49;1818;0;;00:04:27;1428;0;;
17:13;;00:02:36;909;3349,1915;;00:03:34;1133;1;;00:05:41;2154;0;;
17:14;;00:00:49;351;3477,1989;;00:00:49;351;0;;00:00:49;351;0;;
17:14;;00:00:40;209;3389,1939;;00:08:14;3678;1;;00:08:14;3678;0;;
17:15;;00:02:10;639;3539,2025;;00:04:46;1604;0;;00:03:01;977;0;;
17:15;;00:01:21;421;3365,1925;;00:03:09;782;0;;00:01:21;421;0;;
17:16;;00:02:12;793;3299,1887;;00:03:11;866;0;;00:03:11;866;0;;
17:16;;00:02:58;1117;3287,188;;00:03:14;864;1,0001;;00:03:14;864;0;;
17:17;;00:01:18;236;3349,1916;;00:03:28;978;0;;00:04:22;1589;0;;

Aperte ENTER para finalizar..
