HORA;;GPS-T;GPS-D;GPS-P;;BRC-T;BRC-D;BRC-P;;EUC-T;EUC-D;EUC-P;;
18:50;;00:02:14;630;1120,064;;00:02:14;630;2,0001;;00:02:14;630;3,0002;;
18:50;;00:01:05;310;2802,1603;;00:03:18;1017;0;;00:01:05;310;0;;
18:51;;00:00:00;0;3266,1868;;00:04:11;1851;1,0001;;00:00:00;0;0;;
18:52;;00:00:29;151;3315,1896;;00:00:33;179;0;;00:02:35;599;0;;
18:52;;00:02:35;872;3316,1897;;00:02:44;843;0;;00:06:05;2127;1,0001;;
18:53;;00:00:51;226;3386,1937;;00:00:51;226;0;;00:00:51;226;0;;
18:53;;00:00:52;281;3495,1999;;00:02:53;797;0;;00:02:53;797;0;;
18:54;;00:01:52;566;680,0389;;00:01:52;566;0;;00:01:52;566;1,0001;;
18:54;;00:01:03;313;3489,1996;;00:02:12;517;0;;00:01:03;313;0;;
18:55;;00:02:17;709;3430,1962;;00:03:16;902;0;;00:02:17;709;0;;
18:56;;00:00:00;1;3340,191;;00:02:49;824;0;;00:00:00;1;1;;
18:56;;00:02:10;623;3398,1944;;00:03:55;1313;0;;00:02:10;623;0;;
18:57;;00:01:43;414;3438,1966;;00:02:08;764;0;;00:04:05;1070;0;;
18:57;;00:01:32;407;3543,2027;;00:03:20;1102;0;;00:01:32;407;0;;
18:58;;00:00:00;0;3409,195;;00:03:32;1480;0;;00:00:00;0;0;;
18:58;;00:03:12;1100;3486,1994;;00:03:13;1114;1;;00:03:12;1100;1,0001;;
18:59;;00:01:42;360;3345,1914;;00:02:40;681;0;;00:04:06;1389;1,0001;;
18:59;;00:02:57;1010;3373,1929;;00:03:38;2058;0;;00:03:38;2058;0;;
19:00;;00:02:19;717;3663,2095;;00:03:09;1057;0;;00:03:09;1057;0;;
19:00;;00:01:21;427;3282,1877;;00:02:31;821;0;;00:01:21;427;0;;
19:01;;00:02:53;1105;3266,1869;;00:02:53;1105;0;;00:07:11;2643;0;;
19:01;;00:01:03;296;2800,1602;;00:01:51;599;0;;00:01:03;296;0;;
19:02;;00:01:39;553;3355,1919;;00:04:33;1592;0;;00:04:29;1481;0;;
19:02;;00:01:38;997;2940,1681;;00:04:00;1134;0;;00:04:44;1456;1,0001;;
19:03;;00:01:52;681;3584,205;;00:08:45;3137;0;;00:04:16;1505;0;;
19:03;;00:02:24;972;3416,1954;;00:02:24;972;1;;00:06:31;2389;0;;
19:04;;00:02:00;734;3453,1976;;00:02:00;734;0;;00:02:34;1140;0;;
19:05;;00:00:07;77;3533,2021;;00:03:17;1182;0;;00:02:05;527;0;;
19:05;;00:01:38;764;3542,2026;;00:06:27;1987;0;;00:04:32;1950;0;;
19:06;;00:01:47;757;3459,1979;;00:04:27;1816;0;;00:01:47;757;0;;
19:06;;00:00:31;340;3339,191;;00:00:31;340;0;;00:01:15;485;0;;
19:07;;00:00:28;74;3082,1763;;00:00:48;303;0;;00:00:28;74;0;;
19:08;;00:01:55;479;2059,1178;;00:06:21;1975;0;;00:05:39;2556;0;;
19:08;;00:01:17;441;3207,1835;;00:01:17;441;0;;00:02:44;741;1;;
19:09;;00:04:38;1339;1089,0623;;00:05:20;1458;1;;00:05:20;1458;0;;

Aperte ENTER para finalizar..
