HORA;;GPS-T;GPS-D;GPS-P;;BRC-T;BRC-D;BRC-P;;EUC-T;EUC-D;EUC-P;;
16:20;|;00:01:07;384;4588,2625;;00:04:19;1628;2,0001;;00:01:07;384;3,0002;;
16:21;|;00:00:28;197;3168,1812;;00:06:24;2259;0;;00:00:28;197;0;;
16:21;|;00:01:15;476;1161,0664;;00:01:15;476;0;;00:01:15;476;0;;
16:22;|;00:01:56;743;3481,1991;;00:04:25;1660;0;;00:01:56;743;0;;
16:22;|;00:02:33;748;3476,1989;;00:12:38;7633;0;;00:02:39;783;0;;
16:23;|;00:01:13;363;1685,0964;;00:01:46;503;0;;00:01:13;363;0;;
16:23;|;00:00:49;245;3648,2087;;00:07:21;1858;1,0001;;00:01:04;351;0;;
16:24;|;00:00:55;288;3424,1959;;00:02:34;793;0;;00:01:00;323;0;;
16:25;|;00:02:37;723;3454,1975;;00:05:57;1841;0;;00:05:57;1841;0;;
16:25;|;00:01:43;647;3350,1917;;00:02:58;869;1,0001;;00:02:34;696;0;;
16:26;|;00:03:05;1036;3675,2102;;00:03:05;1036;0;;00:03:05;1036;0;;
16:26;|;00:04:26;1416;1182,0676;;00:04:26;1416;0;;00:04:34;1412;0;;
16:27;|;00:01:49;866;3453,1975;;00:02:02;1219;1,0001;;00:03:17;1364;0;;
16:28;|;00:02:59;961;3617,2069;;00:04:43;1271;0;;00:02:59;961;0;;
16:28;|;00:00:54;285;3193,1827;;00:01:56;765;0;;00:00:54;285;0;;
16:29;|;00:00:58;266;3432,1963;;00:05:26;1625;0;;00:00:58;266;1;;
16:29;|;00:01:23;393;3422,1957;;00:07:31;2469;0;;00:01:23;393;0;;
16:30;|;00:00:19;133;3495,1999;;00:01:28;425;0;;00:02:02;636;0;;
16:30;|;00:01:03;305;2936,168;;00:02:47;852;0;;00:01:03;305;0;;
16:31;|;00:00:50;327;2128,1217;;00:00:50;327;1;;00:00:50;327;0;;
16:31;|;00:01:29;372;3559,2035;;00:04:55;1686;1;;00:04:02;1912;1,0001;;
16:32;|;00:00:00;0;3460,1979;;00:01:09;292;0;;00:00:00;0;0;;
16:32;|;00:01:31;573;3345,1914;;00:01:31;573;0;;00:03:52;1326;1;;
16:33;|;00:02:04;968;3456,1977;;00:07:19;3660;0;;00:05:34;2348;0;;
16:33;|;00:01:15;451;3325,1902;;00:04:24;1023;0;;00:01:15;451;0;;
16:34;|;00:02:20;888;2843,1626;;00:06:04;1842;0;;00:06:04;1842;0;;
16:34;|;00:02:37;690;3452,1974;;00:03:55;1262;0;;00:02:37;690;0;;
16:35;|;00:00:07;61;3461,198;;00:00:07;61;1;;00:02:39;940;0;;
16:35;|;00:01:34;538;3537,2023;;00:04:00;1517;0;;00:01:34;538;1,0001;;
16:36;|;00:01:50;621;3524,2016;;00:02:54;1152;0;;00:01:54;647;0;;
16:36;|;00:01:20;422;3433,1963;;00:02:34;780;0;;00:01:20;422;0;;
16:37;|;00:03:32;1349;1615,0924;;00:07:55;1847;0;;00:03:32;1349;0;;

Aperte ENTER para finalizar..
