HORA;;GPS-T;GPS-D;GPS-P;;BRC-T;BRC-D;BRC-P;;EUC-T;EUC-D;EUC-P;;
12:49;;00:01:45;625;3792,2169;;00:04:19;1766;3,0002;;00:04:19;1766;1,0001;;
12:49;;00:01:22;298;3778,2161;;00:03:15;706;0;;00:02:20;558;0;;
12:50;;00:03:55;1138;2105,1204;;00:04:32;1492;0;;00:04:13;1396;0;;
12:50;;00:01:35;498;3010,1722;;00:05:17;1896;0;;00:03:09;1061;0;;
12:51;;00:01:53;648;3697,2115;;00:04:03;1192;1,0001;;00:04:03;1192;0;;
12:51;;00:00:54;406;3423,1958;;00:03:28;1547;0;;00:00:54;406;0;;
12:52;;00:00:04;52;3388,1938;;00:06:42;2362;0;;00:06:42;2362;0;;
12:52;;00:00:00;0;5206,2978;;00:01:02;290;0;;00:00:00;0;0;;
12:53;;00:00:51;193;3534,2021;;00:02:23;506;0;;00:02:23;506;0;;
12:53;;00:01:04;283;3730,2133;;00:04:23;1370;0;;00:01:04;283;0;;
12:54;;00:00:40;509;3430,1962;;00:04:44;1669;0;;00:01:38;747;0;;
12:54;;00:02:45;683;3488,1995;;00:08:03;2491;0;;00:02:45;683;0;;
12:55;;00:00:47;252;3393,1941;;00:00:47;252;0;;00:00:47;252;0;;
12:55;;00:02:03;597;3520,2013;;00:04:47;1595;0;;00:03:29;1141;0;;
12:56;;00:00:17;77;3395,1942;;00:01:58;558;0;;00:00:17;77;1,0001;;
12:57;;00:01:10;472;3434,1964;;00:02:04;771;0;;00:02:04;771;0;;
12:57;;00:00:42;204;3413,1953;;00:00:42;204;0;;00:00:42;204;0;;
12:58;;00:02:20;567;3447,1972;;00:05:20;1515;0;;00:02:20;567;0;;
12:58;;00:01:22;401;3615,2068;;00:03:48;1221;0;;00:01:22;401;0;;
12:59;;00:01:52;647;4155,2376;;00:02:40;923;0;;00:01:52;647;0;;
12:59;;00:03:13;1041;3584,205;;00:04:19;1303;1;;00:06:05;1494;0;;
13:00;;00:00:48;247;3363,1923;;00:00:48;247;0;;00:00:48;247;0;;
13:01;;00:01:44;500;2570,147;;00:02:58;857;0;;00:01:53;427;0;;
13:01;;00:03:01;912;3437,1966;;00:05:38;2488;0;;00:03:26;985;0;;
13:02;;00:02:10;543;3595,2056;;00:04:19;1418;0;;00:02:12;540;1,0001;;
13:02;;00:01:24;510;3530,2019;;00:01:24;510;0;;00:01:24;510;0;;
13:03;;00:01:18;461;3439,1967;;00:01:18;461;0;;00:02:25;532;0;;
13:03;;00:02:18;677;3373,1929;;00:03:58;1219;0;;00:02:18;677;0;;
13:04;;00:02:51;1376;2924,1672;;00:02:51;1376;0;;00:02:51;1376;0;;
13:04;;00:02:00;577;3381,1934;;00:03:05;971;0;;00:02:07;612;0;;
13:05;;00:00:15;138;3587,2052;;00:05:52;2083;0;;00:00:15;138;0;;
13:05;;00:00:00;0;3404,1947;;00:00:00;0;0;;00:00:10;66;0;;
13:06;;00:00:20;167;3476,1988;;00:00:58;518;0;;00:01:29;438;0;;
13:06;;00:00:41;199;3562,2037;;00:02:55;1010;0;;00:00:49;247;0;;
13:07;;00:04:34;1477;3546,2028;;00:06:01;2031;1;;00:06:45;2181;0;;

Aperte ENTER para finalizar..
