HORA;;GPS-T;GPS-D;GPS-P;;BRC-T;BRC-D;BRC-P;;EUC-T;EUC-D;EUC-P;;
14:06;;00:01:31;452;4194,2399;;00:03:30;1197;2,0001;;00:02:53;973;2,0002;;
14:06;;00:00:00;0;3345,1913;;00:05:17;2300;0;;00:00:00;0;0;;
14:07;;00:02:10;584;3663,2095;;00:03:30;974;0;;00:02:10;584;0;;
14:07;;00:00:56;222;3615,2068;;00:04:54;1941;0;;00:01:46;412;0;;
14:08;;00:00:46;342;3430,1962;;00:03:32;1352;0;;00:03:32;1352;0;;
14:08;;00:02:28;902;3468,1983;;00:04:30;1460;0;;00:06:05;2030;0;;
14:09;;00:00:00;0;3498,2;;00:05:05;1924;0;;00:00:00;0;0;;
14:09;;00:00:25;128;3365,1925;;00:00:25;128;0;;00:00:25;128;0;;
14:10;;00:02:28;907;3541,2025;;00:04:28;1609;0;;00:02:28;907;1;;
14:10;;00:04:11;1405;2990,171;;00:05:04;1359;0;;00:05:29;1317;0;;
14:11;;00:00:00;0;3445,1971;;00:00:00;0;1;;00:00:00;0;0;;
14:12;;00:02:17;633;1554,0889;;00:04:11;1125;0;;00:02:17;633;1;;
14:12;;00:00:31;155;3820,2185;;00:00:31;155;0;;00:00:31;155;0;;
14:13;;00:01:51;537;3515,201;;00:03:17;1685;0;;00:03:08;816;0;;
14:13;;00:00:00;0;3618,207;;00:02:52;932;0;;00:00:00;0;0;;
14:14;;00:00:19;85;3726,2132;;00:00:30;114;0;;00:00:19;85;0;;
14:15;;00:02:00;664;5049,2888;;00:02:00;664;0;;00:02:53;948;0;;
14:15;;00:01:37;518;3553,2032;;00:07:39;2697;0;;00:04:13;1392;0;;
14:16;;00:01:44;563;3469,1984;;00:03:40;1322;0;;00:03:41;1366;0;;
14:16;;00:05:27;1567;1193,0682;;00:05:27;1567;0;;00:05:29;1219;0;;
14:17;;00:01:30;406;3567,204;;00:03:31;869;0;;00:03:01;801;0;;
14:17;;00:01:01;617;3418,1955;;00:02:38;1253;0;;00:01:01;617;0;;
14:18;;00:00:04;29;3581,2049;;00:03:56;1343;1,0001;;00:00:04;29;1,0001;;
14:18;;00:02:25;1000;3479,199;;00:05:28;2373;0;;00:06:03;1970;0;;
14:19;;00:01:19;234;3604,2061;;00:01:19;234;0;;00:02:08;504;0;;
14:19;;00:08:07;2923;659,0377;;00:08:07;2923;0;;00:08:07;2923;1;;
14:20;;00:00:28;194;3549,203;;00:00:50;254;0;;00:00:28;194;0;;
14:20;;00:00:00;0;3450,1974;;00:04:32;1947;0;;00:04:32;1947;0;;
14:21;;00:01:31;677;3634,2078;;00:01:31;677;0;;00:04:42;1437;0;;
14:21;;00:00:00;0;3622,2071;;00:02:44;1206;0;;00:02:44;1206;0;;
14:22;;00:02:18;509;3520,2013;;00:05:48;1475;0;;00:02:18;509;0;;
14:22;;00:02:21;578;2564,1467;;00:03:12;1226;0;;00:02:21;578;0;;
14:23;;00:00:25;135;4466,2554;;00:00:25;135;0;;00:01:38;495;0;;
14:23;;00:02:37;824;3617,2069;;00:04:39;1676;0;;00:04:03;1570;0;;
14:24;;00:02:02;659;2663,1524;;00:03:04;963;1;;00:02:02;659;0;;

Aperte ENTER para finalizar..
