HORA;;GPS-T;GPS-D;GPS-P;;BRC-T;BRC-D;BRC-P;;EUC-T;EUC-D;EUC-P;;
14:59;;00:00:50;267;4220,2414;;00:04:04;1280;2,0001;;00:00:50;267;2,0001;;
15:00;;00:00:00;0;4396,2514;;00:00:00;0;0;;00:02:50;1057;0;;
15:00;;00:00:35;52;3743,2141;;00:01:29;327;0;;00:00:35;52;1,0001;;
15:01;;00:00:32;141;3492,1997;;00:05:06;1754;0;;00:00:32;141;0;;
15:01;;00:00:39;362;3555,2033;;00:01:28;425;0;;00:01:28;425;0;;
15:02;;00:01:16;339;3499,2002;;00:06:50;2952;1;;00:02:58;972;0;;
15:02;;00:01:14;320;4667,2669;;00:01:14;320;0;;00:01:14;320;0;;
15:03;;00:00:52;273;3421,1957;;00:03:16;877;0;;00:00:52;273;0;;
15:04;;00:01:22;704;3404,1947;;00:05:58;1767;0;;00:05:58;1767;1;;
15:04;;00:03:27;1412;3602,206;;00:03:39;1188;1,0001;;00:05:58;2305;0;;
15:05;;00:01:36;507;3597,2057;;00:01:36;507;0;;00:01:55;631;1;;
15:05;;00:01:30;477;3459,1978;;00:06:22;2184;1,0001;;00:01:30;477;0;;
15:06;;00:00:27;140;3447,1972;;00:00:56;304;0;;00:01:19;413;0;;
15:07;;00:02:29;800;3786,2165;;00:03:57;966;0;;00:02:29;800;0;;
15:07;;00:02:14;663;3020,1728;;00:05:05;1338;0;;00:02:46;866;0;;
15:08;;00:02:33;802;3518,2013;;00:04:11;1440;1,0001;;00:02:33;802;0;;
15:08;;00:01:31;402;3656,2091;;00:04:52;1289;0;;00:04:52;1289;0;;
15:09;;00:02:25;833;1126,0645;;00:05:50;1651;0;;00:05:50;1651;0;;
15:09;;00:01:34;580;4423,253;;00:03:07;1109;0;;00:03:07;1109;0;;
15:10;;00:00:00;0;3682,2106;;00:01:17;451;1;;00:00:00;0;0;;
15:10;;00:02:30;744;4651,266;;00:02:52;1115;0;;00:02:31;682;0;;
15:11;;00:00:11;77;3667,2097;;00:00:11;77;0;;00:00:11;77;0;;
15:11;;00:00:25;129;3617,2069;;00:00:25;129;0;;00:00:25;129;0;;
15:12;;00:01:21;548;3458,1978;;00:03:49;1027;0;;00:01:54;339;0;;
15:12;;00:02:17;532;3581,2048;;00:04:50;1537;0;;00:02:17;532;0;;
15:13;;00:01:40;601;3486,1994;;00:01:40;601;0;;00:01:40;601;0;;
15:13;;00:01:30;369;3559,2036;;00:01:30;369;1;;00:01:30;369;0;;
15:14;;00:00:32;215;3643,2084;;00:03:13;833;0;;00:00:32;215;1;;
15:14;;00:00:24;121;4749,2716;;00:01:12;404;0;;00:00:24;121;0;;
15:15;;00:02:25;1297;3556,2034;;00:03:48;1126;0;;00:04:20;1008;0;;
15:16;;00:00:02;11;3479,199;;00:00:02;11;1;;00:00:02;11;0;;
15:16;;00:01:38;535;3663,2095;;00:01:40;456;0;;00:02:34;742;0;;
15:17;;00:00:51;233;3586,2051;;00:02:38;745;0;;00:00:51;233;0;;
15:17;;00:02:08;670;6317,3613;;00:03:49;1108;0;;00:02:55;988;0;;
15:18;;00:01:11;386;3892,2226;;00:02:24;789;0;;00:01:11;386;0;;

Aperte ENTER para finalizar..
