HORA;;GPS-T;GPS-D;GPS-P;;BRC-T;BRC-D;BRC-P;;EUC-T;EUC-D;EUC-P;;
22:48;|;00:01:19;415;4680,2677;;00:01:53;579;2,0001;;00:01:19;415;2,0001;;
22:48;|;00:00:22;129;3840,2196;;00:00:51;251;0;;00:00:22;129;0;;
22:49;|;00:01:05;335;3897,2229;;00:03:50;2073;0;;00:01:05;335;0;;
22:49;|;00:01:40;657;4631,2649;;00:02:51;904;1,0001;;00:01:57;601;0;;
22:50;|;00:01:39;351;4025,2302;;00:05:39;2508;0;;00:02:29;529;0;;
22:50;|;00:04:48;1944;3913,2238;;00:05:34;3049;0;;00:05:48;3217;0;;
22:51;|;00:01:04;422;3459,1978;;00:03:43;1204;0;;00:01:04;422;0;;
22:51;|;00:00:11;98;4030,2305;;00:02:12;799;0;;00:02:00;765;0;;
22:52;|;00:01:57;460;3947,2258;;00:03:18;956;1,0001;;00:04:32;1572;0;;
22:52;|;00:00:23;165;3890,2225;;00:02:44;858;0;;00:00:23;165;0;;
22:53;|;00:01:17;296;4291,2455;;00:04:06;1566;1;;00:01:23;342;0;;
22:53;|;00:02:28;681;4299,2459;;00:02:28;681;0;;00:03:28;1228;0;;
22:54;|;00:01:14;567;4306,2463;;00:04:16;1278;0;;00:04:16;1278;0;;
22:55;|;00:03:02;1026;1856,1061;;00:05:06;1697;0;;00:04:08;1670;0;;
22:55;|;00:00:20;86;3949,2259;;00:00:34;194;0;;00:00:20;86;0;;
22:56;|;00:00:02;17;4143,237;;00:02:11;608;0;;00:00:02;17;0;;
22:56;|;00:00:45;206;3846,22;;00:05:49;2434;1;;00:00:45;206;1,0001;;
22:57;|;00:00:00;0;3831,2191;;00:01:17;458;0;;00:00:00;0;0;;
22:58;|;00:02:10;651;4024,2301;;00:04:02;1322;1,0001;;00:02:34;764;0;;
22:58;|;00:00:59;300;3871,2214;;00:01:23;431;1,0001;;00:01:23;431;1;;
22:59;|;00:01:22;392;4189,2396;;00:03:13;979;1,0001;;00:03:44;1894;0;;
22:59;|;00:01:56;659;4171,2386;;00:02:55;857;1;;00:02:55;857;0;;
23:00;|;00:00:11;142;4063,2324;;00:03:09;1353;0;;00:05:11;1094;1,0001;;
23:00;|;00:02:32;652;4027,2303;;00:04:30;1060;0;;00:07:23;3056;1;;
23:01;|;00:00:34;152;3919,2242;;00:00:34;152;0;;00:00:48;192;0;;
23:01;|;00:02:41;964;4178,239;;00:02:41;964;0;;00:02:41;964;0;;
23:02;|;00:02:09;681;3969,227;;00:02:47;925;0;;00:03:05;943;0;;
23:02;|;00:00:47;130;4165,2382;;00:03:57;1292;0;;00:00:47;130;0;;
23:03;|;00:00:04;37;3768,2155;;00:02:25;455;0;;00:00:04;37;0;;
23:03;|;00:00:35;261;4165,2383;;00:00:35;261;0;;00:00:35;261;0;;
23:04;|;00:02:02;514;4068,2327;;00:02:40;755;0;;00:02:02;514;0;;
23:04;|;00:00:40;179;4071,2328;;00:03:38;1019;0;;00:00:40;179;0;;

Aperte ENTER para finalizar..
