13:26;00:00:10;73;5054,2891;;00:00:10;73;597,0342;;00:00:10;73;622,0355;;
13:26;00:02:13;889;4399,2516;;00:06:04;1647;632,0361;;00:06:32;1959;642,0367;;
13:27;00:01:51;489;4450,2545;;00:06:58;2279;647,037;;00:01:51;489;622,0356;;
13:27;00:01:05;249;4380,2505;;00:08:17;2880;680,0389;;00:01:05;249;736,0421;;
13:28;00:04:01;1185;4476,256;;00:04:55;1640;631,0361;;00:04:55;1640;628,036;;
13:28;00:01:12;370;4461,2551;;00:03:08;786;627,0359;;00:01:12;370;625,0358;;
13:29;00:06:00;2653;4285,2451;;00:06:00;2653;616,0352;;00:08:26;4401;591,0338;;
13:29;00:04:35;1794;1233,0705;;00:04:35;1794;644,0368;;00:04:35;1794;544,0311;;
13:30;00:03:28;1547;4389,251;;00:07:05;2810;622,0356;;00:07:33;3122;613,0351;;
13:31;00:00:41;190;4263,2439;;00:00:41;190;593,0339;;00:00:41;190;601,0344;;
13:31;00:03:41;1261;1194,0683;;00:03:41;1261;618,0353;;00:03:41;1261;702,0402;;
13:32;00:00:35;134;4416,2526;;00:04:13;1016;655,0375;;00:00:35;134;641,0367;;
13:32;00:01:19;487;4509,2579;;00:01:20;344;666,0381;;00:03:01;948;693,0397;;
13:33;00:02:32;729;4466,2555;;00:04:14;1211;633,0362;;00:02:32;729;627,0359;;
13:33;00:00:55;244;4424,253;;00:04:48;2136;567,0324;;00:00:55;244;633,0362;;
13:34;00:00:00;0;4166,2383;;00:00:52;162;547,0313;;00:00:00;0;523,0299;;
13:35;00:02:24;680;4666,2669;;00:04:18;1345;627,0358;;00:03:59;1316;631,0361;;
13:35;00:00:28;198;4479,2562;;00:06:53;2597;683,0391;;00:02:16;954;654,0374;;
13:36;00:01:53;663;4488,2567;;00:03:28;1047;638,0365;;00:01:53;663;636,0364;;
13:36;00:02:51;724;4327,2475;;00:03:27;839;664,0379;;00:03:42;1048;668,0382;;
13:37;00:01:18;507;4461,2552;;00:05:21;1670;657,0376;;00:04:12;1510;827,0473;;
13:37;00:00:25;132;4223,2416;;00:04:51;1330;621,0355;;00:00:25;132;560,032;;
13:38;00:00:08;52;4324,2473;;00:02:42;1054;626,0359;;00:00:08;52;602,0344;;
13:38;00:00:17;83;4331,2477;;00:01:13;420;634,0363;;00:00:17;83;621,0355;;
13:39;00:01:09;305;4455,2548;;00:04:47;1628;633,0362;;00:03:33;963;631,0361;;
13:39;00:02:05;579;4644,2656;;00:03:04;895;543,031;;00:04:37;1495;618,0354;;
13:40;00:00:50;260;4721,27;;00:04:15;1498;682,039;;00:00:50;260;730,0417;;
13:40;00:01:30;445;4320,2471;;00:04:47;1625;647,037;;00:01:30;445;626,0358;;
13:41;00:02:00;649;4495,2572;;00:04:31;1355;634,0362;;00:02:49;906;613,0351;;
13:41;00:04:20;1500;3280,1876;;00:04:20;1500;626,0358;;00:04:20;1500;605,0346;;
13:42;00:00:52;270;4075,233;;00:02:21;546;612,035;;00:02:21;546;603,0345;;
13:43;00:00:45;264;4715,2697;;00:02:06;569;595,034;;00:02:06;569;643,0368;;
13:43;00:02:23;806;4540,2597;;00:02:23;806;627,0358;;00:02:34;1140;620,0355;;
13:44;00:02:01;635;4257,2435;;00:02:01;635;585,0335;;00:05:24;1627;620,0355;;
13:44;00:01:22;405;4573,2615;;00:01:22;405;630,036;;00:01:50;543;596,0341;;
13:45;00:01:16;216;5679,3249;;00:03:28;717;655,0375;;00:03:28;717;1342,0768;;
13:46;00:03:21;1665;4386,2509;;00:04:55;2605;645,0368;;00:04:55;2605;665,038;;
13:46;00:00:00;0;4280,2448;;00:06:10;1898;607,0347;;00:00:00;0;582,0333;;
13:47;00:03:53;1548;4466,2554;;00:04:27;2410;632,0361;;00:04:27;2410;618,0354;;
13:47;00:02:09;492;4218,2413;;00:02:09;492;642,0367;;00:06:08;1796;679,0388;;
13:48;00:02:56;1005;2063,118;;00:02:56;1005;661,0378;;00:02:56;1005;677,0387;;
13:48;00:01:12;444;4446,2543;;00:02:06;1122;989,0566;;00:02:58;1028;643,0368;;
13:49;00:00:09;72;4483,2565;;00:04:30;1476;613,0351;;00:00:09;72;705,0403;;
13:49;00:01:22;264;4405,2519;;00:05:21;1490;649,0371;;00:01:22;264;649,0372;;
13:50;00:01:17;627;4584,2622;;00:02:53;1318;647,037;;00:02:53;1318;671,0384;;
13:50;00:01:27;777;4428,2533;;00:01:27;777;661,0378;;00:05:25;2344;665,0381;;
13:51;00:02:35;774;4377,2503;;00:05:23;1383;617,0353;;00:05:23;1383;638,0365;;
13:51;00:00:43;171;4354,249;;00:03:49;1215;630,036;;00:00:43;171;600,0343;;
13:52;00:00:00;0;6876,3933;;00:00:00;0;965,0552;;00:00:00;0;700,0401;;
13:52;00:01:07;653;10566,6043;;00:01:07;653;717,0411;;00:03:30;901;655,0374;;

Aperte ENTER para finalizar..
