14:19;00:01:13;363;2225,1273;;00:01:37;487;647,037;;00:01:37;487;608,0348;;
14:19;00:01:57;1013;4572,2616;;00:01:57;1013;704,0403;;00:05:40;1658;898,0513;;
14:20;00:01:31;433;4524,2588;;00:02:21;787;659,0377;;00:02:53;746;697,0399;;
14:20;00:02:11;563;4570,2614;;00:02:11;563;641,0367;;00:06:27;2814;650,0371;;
14:21;00:00:10;91;4487,2567;;00:07:09;2255;636,0364;;00:06:43;2185;669,0383;;
14:21;00:03:00;929;4677,2676;;00:03:00;929;687,0393;;00:03:00;929;679,0388;;
14:22;00:01:47;728;4394,2513;;00:02:38;1126;628,0359;;00:01:47;728;611,0349;;
14:22;00:00:52;162;4196,2401;;00:05:44;1353;583,0334;;00:03:36;847;568,0325;;
14:23;00:01:17;302;4497,2572;;00:02:32;950;660,0378;;00:01:17;302;665,0381;;
14:23;00:00:09;91;4494,2571;;00:01:39;426;697,0399;;00:02:47;640;652,0373;;
14:24;00:00:27;138;4644,2657;;00:04:54;1363;643,0368;;00:00:27;138;604,0346;;
14:24;00:02:37;827;4536,2594;;00:04:35;1427;633,0362;;00:02:37;827;605,0346;;
14:25;00:01:31;440;4585,2623;;00:04:04;1162;629,036;;00:02:22;607;630,0361;;
14:25;00:02:19;675;4503,2576;;00:07:43;2934;649,0371;;00:02:19;675;793,0454;;
14:26;00:00:20;90;4615,2639;;00:00:20;90;673,0385;;00:00:20;90;586,0335;;
14:26;00:00:27;125;4409,2522;;00:03:38;1286;622,0356;;00:00:27;125;591,0338;;
14:27;00:03:34;1331;4365,2497;;00:05:48;1915;641,0367;;00:05:48;1915;626,0358;;
14:27;00:02:24;822;3943,2256;;00:02:40;798;641,0367;;00:03:20;818;616,0353;;
14:28;00:04:59;1275;4572,2615;;00:05:00;1171;690,0395;;00:05:00;1171;715,0409;;
14:29;00:02:24;779;4191,2398;;00:08:51;2938;629,036;;00:03:43;1213;823,047;;
14:29;00:02:15;851;4558,2608;;00:03:52;1512;617,0353;;00:02:15;851;631,0361;;
14:30;00:02:10;839;4225,2417;;00:05:18;1848;627,0358;;00:02:10;839;760,0435;;
14:30;00:00:45;230;4560,2608;;00:03:14;916;666,0381;;00:00:45;230;597,0341;;
14:31;00:02:28;730;2695,1542;;00:02:43;785;601,0344;;00:02:28;730;619,0354;;
14:32;00:02:27;773;4488,2567;;00:04:28;1179;570,0326;;00:04:53;1400;568,0325;;
14:32;00:00:49;318;4392,2512;;00:01:14;428;604,0345;;00:01:44;485;785,0449;;
14:33;00:01:36;894;4299,2459;;00:06:54;3481;654,0374;;00:06:50;3252;615,0352;;
14:33;00:01:38;427;2649,1515;;00:01:38;427;566,0324;;00:01:38;427;562,0321;;
14:34;00:01:23;329;4304,2462;;00:02:29;535;639,0365;;00:04:27;1097;645,0369;;
14:34;00:01:20;422;4637,2652;;00:03:37;1015;650,0372;;00:03:37;1015;656,0375;;
14:35;00:01:55;441;4419,2528;;00:03:52;1457;695,0397;;00:01:55;441;666,0381;;
14:35;00:03:02;1292;4771,2729;;00:03:42;1193;788,045;;00:06:39;2715;637,0364;;
14:36;00:00:00;0;4304,2462;;00:04:41;1180;614,0351;;00:00:00;0;613,035;;
14:36;00:01:30;344;4367,2498;;00:05:00;1338;744,0426;;00:03:38;1002;668,0382;;
14:37;00:03:50;1937;4718,2698;;00:06:29;2017;659,0377;;00:03:50;1937;656,0375;;
14:37;00:00:47;283;4379,2505;;00:04:22;1468;628,0359;;00:06:46;2497;620,0355;;
14:38;00:02:00;613;4445,2542;;00:04:16;1493;686,0392;;00:02:00;613;651,0373;;
14:39;00:01:30;449;4468,2555;;00:05:08;1349;679,0388;;00:01:30;449;723,0414;;
14:39;00:02:23;919;4412,2523;;00:02:32;785;659,0377;;00:06:14;3191;655,0374;;
14:40;00:02:40;827;4385,2508;;00:07:05;2559;771,0441;;00:07:05;2559;811,0464;;
14:40;00:03:53;1120;4412,2524;;00:03:53;1120;607,0347;;00:04:21;1190;663,0379;;
14:41;00:02:28;742;4410,2522;;00:06:13;1741;625,0357;;00:02:28;742;620,0354;;
14:41;00:00:18;124;4375,2503;;00:00:18;124;581,0332;;00:04:22;1090;591,0338;;
14:42;00:07:04;2489;1747,1;;00:07:04;2489;621,0355;;00:07:04;2489;657,0375;;
14:42;00:02:27;706;4365,2497;;00:04:23;1304;612,035;;00:03:27;1070;617,0353;;
14:43;00:00:01;5;4261,2437;;00:01:18;406;595,034;;00:00:01;5;605,0346;;
14:44;00:02:01;754;4403,2518;;00:04:21;1091;654,0374;;00:03:45;1010;644,0368;;
14:44;00:03:13;1017;4946,2829;;00:04:15;1171;633,0362;;00:04:15;1171;630,0361;;
14:45;00:02:24;692;4074,2331;;00:04:32;1573;622,0356;;00:02:24;692;618,0354;;
14:45;00:00:11;60;4432,2535;;00:00:11;60;635,0363;;00:00:26;147;625,0358;;

Aperte ENTER para finalizar..
