15:04;00:01:14;309;5167,2955;;00:04:24;1366;668,0382;;00:01:14;309;644,0368;;
15:04;00:01:15;426;4410,2523;;00:03:31;1442;675,0386;;00:03:31;1442;708,0405;;
15:05;00:00:56;298;4450,2545;;00:06:17;2456;678,0388;;00:01:00;388;592,0338;;
15:05;00:01:00;296;3890,2225;;00:07:12;2931;611,035;;00:01:00;296;603,0344;;
15:06;00:00:00;0;4306,2463;;00:06:33;2003;623,0356;;00:00:00;0;526,0301;;
15:06;00:00:53;233;4442,2541;;00:01:10;355;594,034;;00:01:08;347;630,0361;;
15:07;00:05:27;2016;1797,1028;;00:05:36;2222;649,0371;;00:05:27;2016;706,0403;;
15:07;00:03:51;1399;4372,2501;;00:03:51;1399;617,0353;;00:03:51;1399;607,0348;;
15:08;00:01:27;646;4489,2568;;00:05:38;1962;623,0356;;00:04:02;1369;611,0349;;
15:08;00:02:06;781;4399,2516;;00:02:06;781;628,0359;;00:02:49;1081;628,0359;;
15:09;00:00:42;230;4625,2646;;00:06:06;1969;675,0386;;00:04:40;1356;671,0384;;
15:09;00:00:39;100;4724,2703;;00:00:54;398;682,039;;00:00:39;100;730,0418;;
15:10;00:01:25;336;4357,2493;;00:03:52;1206;628,0359;;00:02:14;692;606,0346;;
15:11;00:01:52;721;4638,2653;;00:04:56;2271;627,0359;;00:02:24;606;639,0366;;
15:11;00:00:34;59;4721,2701;;00:06:32;1734;631,0361;;00:00:34;59;595,034;;
15:12;00:02:30;706;4689,2683;;00:03:30;832;655,0375;;00:03:31;913;643,0368;;
15:12;00:00:41;129;4308,2464;;00:02:57;823;606,0346;;00:00:41;129;678,0387;;
15:13;00:05:32;1299;2231,1276;;00:07:52;2081;665,0381;;00:07:52;2081;623,0356;;
15:14;00:02:31;933;4621,2644;;00:03:58;1482;631,0361;;00:02:46;831;647,037;;
15:14;00:00:03;35;4637,2653;;00:02:41;778;685,0392;;00:00:03;35;858,0491;;
15:15;00:02:31;751;4572,2615;;00:04:08;1363;630,0361;;00:04:08;1363;652,0373;;
15:15;00:01:48;451;4488,2567;;00:04:05;1327;662,0378;;00:01:48;451;667,0382;;
15:16;00:00:53;357;4393,2513;;00:04:34;1289;701,0401;;00:04:34;1289;707,0404;;
15:16;00:01:59;577;4402,2518;;00:03:06;700;651,0372;;00:03:06;700;622,0355;;
15:17;00:05:39;1821;2905,1661;;00:05:39;1821;619,0354;;00:07:25;2616;614,0351;;
15:17;00:03:00;818;4388,251;;00:05:47;1541;620,0354;;00:03:18;913;595,034;;
15:18;00:01:21;415;5526,316;;00:01:21;415;622,0356;;00:03:29;1013;670,0383;;
15:18;00:01:15;414;4502,2575;;00:05:26;2842;661,0378;;00:02:23;681;635,0363;;
15:19;00:00:00;0;4214,241;;00:07:45;3086;615,0352;;00:00:00;0;571,0326;;
15:19;00:00:02;13;4286,2452;;00:01:12;459;605,0346;;00:00:02;13;592,0338;;
15:20;00:01:59;577;4505,2576;;00:01:59;577;623,0356;;00:03:31;889;611,0349;;
15:21;00:04:46;2102;4552,2603;;00:06:19;2487;636,0364;;00:06:12;2684;633,0362;;
15:21;00:03:53;1893;4506,2577;;00:05:24;2229;647,037;;00:03:53;1893;638,0365;;
15:22;00:00:50;257;4363,2495;;00:03:34;1264;588,0336;;00:00:50;257;610,0349;;
15:22;00:00:03;29;4596,2628;;00:01:12;373;720,0411;;00:00:03;29;653,0374;;
15:23;00:02:44;731;3347,1915;;00:06:32;2775;653,0373;;00:02:44;731;737,0421;;
15:24;00:02:19;688;4786,2738;;00:04:10;1095;723,0414;;00:02:19;688;696,0398;;
15:24;00:01:31;336;4309,2464;;00:04:12;1684;627,0359;;00:04:12;1684;597,0342;;
15:25;00:01:21;415;4407,2521;;00:01:21;415;598,0342;;00:01:21;415;611,0349;;
15:25;00:02:04;559;4303,2462;;00:03:36;847;596,0341;;00:03:36;847;573,0327;;
15:26;00:00:12;85;4077,2332;;00:03:29;1023;686,0392;;00:00:12;85;592,0338;;
15:26;00:00:47;108;4366,2498;;00:02:17;738;624,0357;;00:03:33;1226;596,0341;;
15:27;00:01:07;528;4418,2527;;00:04:19;1766;601,0344;;00:04:19;1766;610,0349;;
15:27;00:02:10;609;4656,2663;;00:03:33;1154;660,0378;;00:02:10;609;788,0451;;
15:28;00:04:10;1183;4596,2629;;00:04:18;1801;604,0346;;00:04:16;1392;627,0359;;
15:28;00:02:30;809;4216,2412;;00:02:53;972;608,0348;;00:02:30;809;619,0354;;
15:29;00:00:33;135;4363,2495;;00:01:54;521;624,0356;;00:00:33;135;655,0375;;
15:29;00:01:28;780;4406,252;;00:06:12;2240;606,0347;;00:02:55;1110;601,0344;;
15:30;00:00:34;193;4398,2516;;00:05:58;2123;619,0354;;00:00:34;193;576,033;;
15:30;00:01:49;599;4630,2648;;ERRO: OVER_QUERY_LIMITERRO: OVER_QUERY_LIMIT

Aperte ENTER para finalizar..
