Cliente 10;07/02/2013 19:22:07;00:07:11;3696;
Cliente 11;07/02/2013 19:22:19;00:06:47;1259;
Cliente 12;07/02/2013 19:22:38;00:14:58;6657;
Cliente 13;07/02/2013 19:22:52;00:13:29;7489;
Cliente 14;07/02/2013 19:23:16;00:10:29;4425;
Cliente 15;07/02/2013 19:23:29;00:17:01;5405;
Cliente 16;07/02/2013 19:23:45;00:24:12;9349;
Cliente 17;07/02/2013 19:24:04;00:13:54;5946;
Cliente 18;07/02/2013 19:24:17;00:15:18;5334;
Cliente 19;07/02/2013 19:24:41;00:18:48;8062;
Cliente 2;07/02/2013 19:24:55;00:20:04;8492;
Cliente 20;07/02/2013 19:25:19;00:11:25;5531;
Cliente 21;07/02/2013 19:25:43;00:05:53;1847;
Cliente 22;07/02/2013 19:26:07;00:22:53;8886;
Cliente 23;07/02/2013 19:26:21;00:13:26;5229;
Cliente 24;07/02/2013 19:26:45;00:14:22;6802;
Cliente 25;07/02/2013 19:27:09;00:13:02;4901;
Cliente 26;07/02/2013 19:27:33;00:23:32;8918;
Cliente 27;07/02/2013 19:27:47;00:02:43;900;
Cliente 28;07/02/2013 19:28:11;00:38:26;12333;
Cliente 29;07/02/2013 19:28:35;00:14:45;6965;
Cliente 3;07/02/2013 19:28:59;00:14:05;8285;
Cliente 30;07/02/2013 19:29:13;00:21:32;10379;
Cliente 31;07/02/2013 19:29:37;00:30:45;9211;
Cliente 32;07/02/2013 19:30:01;00:15:46;5448;
Cliente 33;07/02/2013 19:30:25;00:07:23;3411;
Cliente 34;07/02/2013 19:30:38;00:13:19;6563;
Cliente 35;07/02/2013 19:31:03;00:20:16;9103;
Cliente 36;07/02/2013 19:31:22;00:14:52;8587;
Cliente 37;07/02/2013 19:31:51;00:10:41;3606;
Cliente 38;07/02/2013 19:32:05;00:28:04;8152;
Cliente 39;07/02/2013 19:32:23;00:00:00;0;
Cliente 4;07/02/2013 19:32:39;00:19:40;11815;
Cliente 40;07/02/2013 19:32:53;00:11:40;5011;
Cliente 5;07/02/2013 19:33:17;00:17:03;8390;
Cliente 6;07/02/2013 19:33:30;00:16:55;9197;
Cliente 7;07/02/2013 19:33:49;00:09:19;3195;
Cliente 8;07/02/2013 19:34:02;00:06:53;2120;
Cliente 9;07/02/2013 19:34:19;00:17:01;8057;
Cliente1;07/02/2013 19:34:42;00:11:58;4561;
Taxista100;07/02/2013 19:34:56;00:20:23;8264;
Taxista101;07/02/2013 19:35:15;00:14:00;6558;
Taxista102;07/02/2013 19:35:28;00:13:29;7489;
Taxista103;07/02/2013 19:35:44;00:20:28;7804;
Taxista104;07/02/2013 19:36:08;00:14:58;6657;
Taxista105;07/02/2013 19:36:22;00:13:54;5946;
Taxista106;07/02/2013 19:36:40;00:38:26;12333;
Taxista107;07/02/2013 19:36:54;00:18:31;11664;
Taxista108;07/02/2013 19:37:10;00:10:29;4425;
Taxista109;07/02/2013 19:37:24;00:29:33;9192;

Tempo médio: 00:00:00


Aperte ENTER para finalizar..
