Cliente 10;07/02/2013 20:16:02;00:34:28;10173;
Cliente 11;07/02/2013 20:16:17;00:22:10;9953;
Cliente 12;07/02/2013 20:16:31;00:24:59;8920;
Cliente 13;07/02/2013 20:16:49;00:11:39;5173;
Cliente 14;07/02/2013 20:17:03;00:22:51;12871;
Cliente 15;07/02/2013 20:17:19;00:18:13;12227;
Cliente 16;07/02/2013 20:17:51;00:26:42;13241;
Cliente 17;07/02/2013 20:18:05;00:20:45;12603;
Cliente 18;07/02/2013 20:18:21;00:26:42;14822;
Cliente 19;07/02/2013 20:18:39;00:20:02;13618;
Cliente 2;07/02/2013 20:18:53;00:22:35;14085;
Cliente 20;07/02/2013 20:19:06;00:25:53;10089;
Cliente 21;07/02/2013 20:19:22;00:16:03;6770;
Cliente 22;07/02/2013 20:19:41;00:08:00;3766;
Cliente 23;07/02/2013 20:19:55;00:18:40;9122;
Cliente 24;07/02/2013 20:20:19;00:27:32;13073;
Cliente 25;07/02/2013 20:20:32;00:08:21;3925;
Cliente 26;07/02/2013 20:20:56;00:23:01;7395;
Cliente 27;07/02/2013 20:21:20;00:14:28;6380;
Cliente 28;07/02/2013 20:21:45;00:17:54;10248;
Cliente 29;07/02/2013 20:21:58;00:34:42;15570;
Cliente 3;07/02/2013 20:22:22;00:00:00;0;
Cliente 30;07/02/2013 20:22:46;00:08:36;2786;
Cliente 31;07/02/2013 20:23:11;00:23:40;13120;
Cliente 32;07/02/2013 20:23:24;00:16:04;7130;
Cliente 33;07/02/2013 20:23:48;00:23:27;9342;
Cliente 34;07/02/2013 20:24:12;00:20:35;11049;
Cliente 35;07/02/2013 20:24:36;00:20:36;7991;
Cliente 36;07/02/2013 20:24:50;00:15:11;6890;
Cliente 37;07/02/2013 20:25:13;00:19:25;9220;
Cliente 38;07/02/2013 20:25:38;00:17:59;9188;
Cliente 39;07/02/2013 20:26:02;00:12:15;3413;
Cliente 4;07/02/2013 20:26:16;00:25:49;12210;
Cliente 40;07/02/2013 20:26:40;00:06:17;2397;
Cliente 5;07/02/2013 20:26:59;00:10:16;3744;
Cliente 6;07/02/2013 20:27:28;00:16:19;8428;
Cliente 7;07/02/2013 20:27:41;00:18:56;9194;
Cliente 8;07/02/2013 20:28:00;00:10:06;5941;
Cliente 9;07/02/2013 20:28:16;00:18:09;8707;
Cliente1;07/02/2013 20:28:30;00:23:25;13631;
Taxista100;07/02/2013 20:28:53;00:18:13;12227;
Taxista101;07/02/2013 20:29:07;00:26:42;14822;
Taxista102;07/02/2013 20:29:25;00:18:40;9122;
Taxista103;07/02/2013 20:29:39;00:17:59;9188;
Taxista104;07/02/2013 20:29:56;00:10:36;4857;
Taxista105;07/02/2013 20:30:19;00:22:10;9953;
Taxista106;07/02/2013 20:30:33;00:16:26;8673;
Taxista107;07/02/2013 20:30:52;00:24:09;12182;
Taxista108;07/02/2013 20:31:05;00:09:39;5308;
Taxista109;07/02/2013 20:31:20;00:22:51;12871;

Tempo médio: 00:00:00


Aperte ENTER para finalizar..
